UID,Good_Bad,CUSTOMER_PROFILE_CODE,LOCATIONNAME,VEHICLEMODEL,ASSETCOST,LOANAMOUNT,EMI,TENURE,ADDRESSCONFIRMED,DESIGNATION,RESIDENCETYPE,NOOFYEARSINSAMECITY,RESIDENCESTABILITY,RESIDENCELOCALITY,BUSINESSCATEGORY,BUSINESSMARGINGROSS,INCOMEEMPLOYMENT,STABILITYINBUSINESS,STABILITYCONFIRMED,STABILTIYCONFIRMEDTHRU,ISFAMILYINVOLVED,OFFICETYPE,MONTHLYTURNOVER,STOCKVALUEINHAND,BUSINESSMARGINNET,NOOFEMPLOYEES,NAMEBOARDSEEN,OFFICELOCALITY,ISRESIDENCECOMEOFFICE,ENDUSEOFLOAN,ENDUSEOFASSET,ASSETLOCATION,NEIGHBOURREF,POLITICALLINK,PROFESSIONTYPE,CURRENTBUSINESSSTABILITY,APPLICANTDESIGNATION,ASSETREGMONTH,ASSETREGYEAR,LANDOWNERSHIP,IRRIGATIONSOURCE,CROPSCULTIVATED,DISTFROMSCELOCATION,DISTFROMDEALERLOCATION,IMGCONFIRM,TOTALEXPENSEPERMONTH,NETINCOMEPERMONTH,FOIR
8976,Bad,PROF382,JAIPUR,TATA SAFARI 4X2 EX DICOR BS III DIESEL 2010,400000,204250,10724,24,Y,OWNER,O,20,20,3,PR006,0,55000,7,N,5,N,O,0,0,0,7,Y,1,N,PERSONAL USE,1,,POSITIVE,N,SEP,3,PROPRITOR,,0,,,,0,0,Y,20000,35000,31
8977,Good,PROF257,MADURAI,MAHINDRA SCORPIO S4 2.2 MHOWK 2WD 2015,1046280,743000,28775,36,Y,SELF,O,20,20,3,PR005,0,100000,25,N,5,N,R,0,0,0,10,Y,2,N,PERSONAL USE,1,MADURAI,POSITIVE,N,SEP,25,PROP,,0,,,,0,0,Y,15000,85000,34
8978,Good,PROF245,MYSORE,MARUTI SUZUKI OMNI 5 SEATER PETROL 2015,290000,204250,6251,48,Y,APPLICANT,O,30,9,1,PR006,55,30000,8,Y,6,Y,O,150000,50000,40,0,N,1,Y,PERSONAL USE.,1,MYSORE,POSITIVE,N,SEP,8,CANDYMATES,,0,,,,0,0,Y,10000,20000,31
8979,Bad,PROF096,COIMBATORE ,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2009,350000,250000,10730,30,Y,GUARANTORS ,O,30,15,3,PR005,0,100000,35,Y,6,Y,O,0,0,0,5,N,1,Y,APPLICANT ,1,SATHYAMANGALAM ,POSITIVE,N,SEP,25,FAMILY FRIEND,,0,,,,0,0,Y,20000,80000,13
8980,Good,PROF334,CHENNAI I,MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2008,240000,143000,7389,24,Y,APPLICANT,R,25,9,3,PR005,0,58500,35,Y,5,N,R,0,0,0,0,N,1,Y,APPLICANT PERSONAL USE,1,CHENNAI,POSITIVE,N,SEP,35,PROPREITOR,,0,,,,0,0,Y,0,58500,13
8981,Bad,PROF357,DELHI,MARUTI SUZUKI EECO 5 STR PETROL 2013,300000,250000,9237,36,Y,OFFICE PD DONE,O,23,23,3,PR005,0,40000,20,N,,N,O,0,0,0,0,Y,2,N,PERSONAL,1,,POSITIVE,N,SEP,20,PROPRIETOR,,0,,,,0,0,Y,0,40000,23
8982,Bad,PROF305,ORISSA,HYUNDAI GRAND I10 SPORTZ 1.2 PETROL 2015,600000,454250,11735,60,Y,HIRER,O,30,30,3,PR005,30,60000,8,Y,6,N,O,200000,150000,28,4,N,2,N,APPLICANTS ,1,BALASORE,POSITIVE,N,SEP,8,PROPAITOR ,,0,,,,0,0,Y,15000,45000,26
8983,Bad,PROF252,MYSORE,MARUTI SUZUKI SWIFT DZIRE ZDI DIESEL 2009,365000,304250,11368,36,Y,HOUSE WIFE,O,30,30,4,PR007,75,50000,25,Y,5,N,O,150000,200000,85,3,N,2,N,APPLICANT,1,,POSITIVE,N,AGR,25,AGRICULTURE ,,0,,,,0,0,Y,25000,25000,53
8984,Bad,PROF282,VIJAYAWADA,HYUNDAI SANTRO GLS I EURO I PETROL 2014,300000,254250,6569,60,Y,BORROWER,L,15,15,3,PR005,0,90000,15,N,3,N,R,300000,500000,0,3,Y,1,N,OWN,1,NELLORE,POSITIVE,N,SEP,15,PROPREITOR,,0,,,,0,0,Y,40000,50000,13
8985,Good,PROF252,MADURAI,CHEVROLET ENJOY 1.3 LS 8 STR DIESEL 2014,545060,404250,11165,60,Y,APPLICANT,O,60,60,3,PR007,0,80000,40,Y,5,Y,O,0,0,0,2,Y,1,Y,OWN USE,1,,POSITIVE,N,AGR,40,OWNER,,0,,,,0,0,Y,0,80000,14
8986,Bad,PROF096,MYSORE,MARUTI SUZUKI SWIFT VDI DIESEL 2010,380000,304250,8301,60,Y,SELF,O,20,15,3,PR006,0,45000,10,Y,5,N,O,0,0,0,4,N,2,Y,SALE PURCHASES ,1,MANGALORE,POSITIVE,N,SEP,10,PRO,,0,,,,0,0,Y,10000,35000,24
8987,Good,PROF375,JAIPUR,MARUTI SUZUKI ALTO 800 VXI PETROL 2015,320000,284250,14687,24,Y,SELF,O,15,15,3,PR006,0,35000,8,Y,5,N,O,0,0,0,1,N,2,N,PERSONAL,1,ALWAR,POSITIVE,N,SEP,8,OWNER,,0,,,,0,0,Y,10000,25000,59
8988,Good,PROF229,VISAKHAPATNAM,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2012,1045000,995000,25539,60,Y,SELF,O,30,3,3,PR001,0,138120,35,N,6,N,L,0,0,0,1,Y,2,N,PERSONAL,1,AMALAPURAM,POSITIVE,N,SAL,35,ENGG,,0,,,,0,0,Y,34720,103400,39
8989,Good,PROF266,BANGALORE ,MARUTI SUZUKI SWIFT VDI DIESEL 2014,470000,424250,15674,36,Y,OWNER ,O,35,35,3,PR001,0,78000,30,Y,1,N,O,0,0,0,25,Y,1,Y,VEHICLE PURCHASE,1,YELAHANKA,POSITIVE,N,SAL,30,JUNIOR ENGINEER,,0,,,,0,0,Y,26000,52000,30
8990,Bad,PROF289,SALEM ,VOLKSWAGEN VENTO TRENDLINE DIESEL 2012,570000,374250,13671,36,Y,APPLICANT ,O,26,26,3,PR006,0,40000,6,Y,5,Y,O,0,0,0,0,N,1,N,APPLICANT,1,DHARMAPURI,POSITIVE,N,SEP,6,SELF,,0,,,,0,0,Y,25000,15000,91
8991,Good,PROF312,COIMBATORE ,CHEVROLET BEAT LS DIESEL 2011,305148,217250,11273,24,Y,APPLICANT,O,25,25,3,PR006,25,30000,6,Y,5,N,O,30000,0,15,0,N,2,N,APPLICANT CAR PURCHASE,1,KARAMADAI,POSITIVE,N,SEP,6,PROP,,0,,,,0,0,Y,10000,20000,56
8992,Good,PROF305,ORISSA,FORD ECOSPORT TREND 1.5 TDCI DIESEL 2014,900000,588500,14958,60,Y,PROPRIETOR,O,46,46,3,PR005,20,100000,25,Y,5,Y,O,100000,200000,15,7,Y,1,Y,GIVEN TO SALLER,1,BHUBANSWER,POSITIVE,N,SEP,25,PROPERTOR,,0,,,,0,0,Y,40000,60000,25
8993,Bad,PROF249,DELHI,MARUTI SUZUKI EECO 5 STR CNG WITH AC PLUSHTR CNG 2011,253000,179250,6616,36,Y,SELF,O,10,2,3,PR001,0,17500,2,N,5,N,L,0,0,0,1,Y,2,N,PERSONAL,1,,POSITIVE,N,SAL,1,GUEST TEACHER,,0,,,,0,0,Y,,,NA
8994,Good,PROF105,PONDICHERRY,HYUNDAI I20 ASTA 1.4 CRDI 6 SPEED DIESEL 2009,300000,225000,11129,24,Y,APPLICANT ,O,30,30,1,PR005,0,100000,7,N,,N,R,0,0,0,0,Y,2,N,VEHICLE PURCHASE,1,APPLICANT HOUSE ,POSITIVE,N,SEP,7,PROPREITOR,,0,,,,0,0,Y,61000,39000,54
8995,Good,PROF243,TIRUPATHI,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011,360000,304250,15467,24,Y,APPLICANT,O,30,30,3,PR006,0,60000,10,Y,5,N,O,0,0,0,7,N,1,Y,TO PURCHASE SWIFT 2011,1,CHITTOOR,POSITIVE,N,SEP,10,PROPRETOR,,0,,,,0,0,Y,20000,40000,39
8996,Good,PROF311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997,Good,PROF229,KARIMNAGAR,TATA INDICA VISTA VX QUADRAJET DIESEL 2012,350000,304250,9382,48,Y,RAMULU,O,20,20,3,PR001,0,53118,20,Y,1,N,O,0,0,0,1,Y,2,Y,CAR LOAN IN SALE PURCHA ,1,RAMAGUNDAM ,POSITIVE,N,SAL,20,MNO,,0,,,,0,0,Y,8000,45118,21
8998,Good,PROF289,PUNE,MAHINDRA SCORPIO RF HAWK DIESEL 2010,600000,504250,13073,60,Y,SELF,O,16,5,3,PR005,0,130000,2,Y,5,N,R,0,0,0,1,Y,1,N,USE CAR ,1,,POSITIVE,N,SEP,5,GOLD SILVER TRADING ,,0,,,,0,0,Y,64680,65320,20
8999,Bad,PROF245,NASIK,TOYOTA FORTUNER 3.0 MT 4X2 DIESEL 2010,1300000,1008500,26053,60,Y,SELF,O,30,30,3,PR005,0,70000,4,Y,5,Y,O,0,0,0,2,Y,2,N,PERSONAL USE,1,NASHIK CITY,POSITIVE,N,SEP,4,OWNER,,0,,,,0,0,Y,0,70000,37
9000,Good,PROF252,INDORE ,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2010,350000,314250,12658,36,Y,,,,,,,0,0,0,N,,N,,0,0,0,0,Y,,N,,,,POSITIVE,N,,0,,,0,,,,0,0,N,0,0,9223372036854780000
9001,Bad,PROF096,HYDERABAD ,RENAULT DUSTER RXL DIESEL 110 DIESEL 2012,650000,604250,16179,60,Y,CHANDRA SHEKAR REDDY ,R,10,5,3,PR005,0,190000,8,Y,5,N,R,0,0,0,3,N,1,Y,PERSONAL USAGE,1,ACHAMPET,POSITIVE,N,SEP,8,PROPREITOR,,0,,,,0,0,Y,10000,180000,9
9002,Bad,PROF252,NAGPUR,FORD FIESTA EXI 1.4 TDCI DIESEL 2010,450000,354250,13121,36,Y,SELF,O,29,29,3,PR007,0,66000,10,Y,1,N,O,800000,0,0,0,N,2,N,FAMILY,1,NANDED,POSITIVE,N,AGR,10,FARMER,,0,,,,0,0,Y,33000,33000,40
9003,Good,PROF358,CHENNAI I,MARUTI SUZUKI SWIFT VDI DIESEL 2013,600000,380000,11242,48,Y,CO APPLICANT,R,15,5,3,PR005,0,275000,6,Y,5,Y,R,0,0,0,3,Y,1,N,CO APPLICANT FAMILY USE,2,CHENNAI,POSITIVE,N,SEP,2,PROPRETIOR,,0,,,,0,0,Y,0,275000,4
9004,Good,PROF346,INDORE ,MARUTI SUZUKI SWIFT LDI DIESEL 2007,300000,250000,9237,36,Y,,,,,,,0,0,0,N,,N,,0,0,0,0,Y,,,,,,POSITIVE,,,0,,,0,,,,0,0,N,0,0,9223372036854780000
9005,Good,PROF297,COIMBATORE ,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011,500000,400000,12500,48,Y,APPT MOTHER,R,6,6,3,PR006,0,18000,3,N,5,N,O,18000,0,0,0,N,1,N,APPT,1,TIRUPUR,POSITIVE,N,SEP,3,PRINTING WORK BIZ,,0,,,,0,0,Y,0,18000,69
9006,Good,PROF124,MYSORE,HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2016,550000,504250,13229,60,Y,APPLICANT ,O,15,15,3,PR005,0,85000,15,Y,5,N,O,700000,0,0,3,Y,1,N,HASSAN,1,HASSAN ,POSITIVE,N,SEP,15,AGRICULTURE AND SELF EMPLYED ,,0,,,,0,0,Y,20000,65000,20
9007,Bad,PROF298,HYDERABAD,HYUNDAI CRETA 1.4 S PLUS DIESEL 2016,850000,800000,20667,60,Y,PROPRIETOR,O,30,30,3,PR005,0,265000,8,Y,5,N,R,0,0,0,18,Y,2,N,FOR FAMILY PURPOSE.,1,HYDERABAD,POSITIVE,N,SEP,2,PROPRIETOR,,0,,,,0,0,Y,100000,165000,13
9008,Bad,PROF274,JALANDHAR,TOYOTA INNOVA 2.5 E DIESEL 2006,450000,400000,14778,36,Y,SELF APPLICANT,O,39,12,3,PR002,0,34000,18,Y,5,N,L,0,0,0,0,Y,2,N,FUNDS REQUIRED AS APPLICANT SON TO BE OPERATED UPON,1,LUDHIANA,POSITIVE,N,SAL,18,LAB TECHNICIAN,,0,,,,0,0,Y,15000,19000,78
9009,Good,PROF252,KARIMNAGAR,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2011,400000,300000,15000,24,Y,CUSTOMER,O,35,35,3,PR008,70,30000,25,Y,1,Y,O,30000,0,60,4,Y,2,N,CUSTOMER,1,TALWADA,POSITIVE,N,AGR,25,OWNER,,0,,,,0,0,Y,10500,19500,85
9010,Good,PROF252,VIJAYAWADA,FIAT GRAND PUNTO 1.3 MULTIJET DIESEL 2010,200000,154250,8356,24,Y,APPLICANT ,O,20,20,3,PR009,0,45000,20,Y,5,N,R,0,0,0,0,N,1,Y,FOR PURCHASE OF VEHICLE ,1,MOTHADAKA,POSITIVE,N,AGR,20,FORMER ,,0,,,,0,0,Y,25000,20000,42
9011,Good,PROF252,INDORE ,TATA INDICA VISTA AQUA QUADRAJET BS IV DIESEL 2010,250000,204250,7546,36,Y,SELF,O,53,53,3,PR009,0,70000,30,N,6,Y,O,0,0,0,12,N,2,Y,LOAN PURPOSE SEED PURCHASE ,1,DEWAS ,POSITIVE,N,AGR,30,FARMER ,,0,,,,0,0,Y,46917,23083,56
9012,Bad,PROF245,VISAKHAPATNAM,HYUNDAI EON ERA PLUS PETROL 2014,330000,284250,8291,60,Y,SELF,O,20,20,3,PR005,0,50000,10,Y,5,N,O,0,0,0,2,N,1,Y,SELF,1,MALKAPURAM,POSITIVE,N,SEP,10,PROPERITOR,,0,,,,0,0,Y,10000,40000,21
9013,Bad,PROF289,ORISSA,TATA INDIGO ECS LX DIESEL 2013,340000,224250,6635,48,Y,HIERE,O,20,20,6,PR005,18,45000,5,Y,1,N,O,300000,500000,15,1,Y,2,N,APPLICANT ,1,BARIPADA ,POSITIVE,N,SEP,5,PROPAITOR ,,0,,,,0,0,Y,5000,40000,17
9014,Good,PROF283,INDORE ,MARUTI SUZUKI OMNI E MPI PETROL 2010,140000,104250,3128,48,Y,SELF ,O,36,36,3,PR005,0,35000,20,Y,6,N,O,0,0,0,2,N,1,Y,PAYMENT TO SELLER ,1,KELOD,POSITIVE,N,SEP,20,PROPRIETOR ,,0,,,,0,0,Y,23900,11100,60
9015,Good,PROF252,TIRUNELVELI,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2011,400000,304250,11000,36,Y,APPLICANT ,O,50,50,3,PR007,0,50000,10,Y,5,N,O,0,0,0,2,N,1,N,FAMILY ,1,,POSITIVE,N,AGR,10,AGRI ,,0,,,,0,0,Y,0,50000,22
9016,Bad,PROF235,AHMEDABAD,CHEVROLET SPARK PS 1.0 PETROL 2010,150000,100000,3000,48,Y,NEIGHBOUR,O,15,15,3,PR005,0,25000,15,N,5,N,R,0,0,0,0,Y,2,N,SELF,1,AHMEDABAD,POSITIVE,N,SEP,15,PROP,,0,,,,0,0,Y,5000,20000,15
9017,Good,PROF318,KOLKATA,MARUTI SUZUKI OMNI 8 SEATER BS III PETROL 2011,300000,114250,4345,36,Y,SELF,O,24,24,3,PR009,0,25000,8,Y,5,N,O,0,0,0,0,Y,1,N,NEXT 30TH MONTH,1,BHATA TARAKESWAR,POSITIVE,N,AGR,8,PROPRIETOR ,,0,,,,0,0,Y,7000,18000,24
9018,Good,PROF096,JODHPUR,MAHINDRA CL550 MDI TC 2WD 2009,350000,304250,11494,36,Y,APPLICANT,O,40,40,3,PR002,0,40000,15,Y,2,N,O,0,0,0,0,Y,2,N,REFINANCE,1,,POSITIVE,N,SAL,2,SUPERVISOR,,0,,,,0,0,Y,10000,30000,38
9019,Good,PROF150,MADURAI,TOYOTA ETIOS VX D DIESEL 2015,700000,504250,15347,48,Y,RAMARAJ,O,20,20,3,PRO20,0,40000,25,Y,5,Y,O,0,0,0,1,N,2,Y,OWN USE,1,KEELASEEVAL PATTI,POSITIVE,N,PEN,3,VETERINARY DOCTOR,,0,,,,0,0,Y,0,40000,38
9020,Bad,PROF204,AHMEDABAD,MARUTI SUZUKI SWIFT VDI DIESEL 2014,470000,304250,11368,36,Y,SELF,O,20,2,3,PR002,0,16132,3,Y,5,N,R,0,0,0,0,N,2,N,VEHICLE PAYMENT ,1,DEESA ,POSITIVE,N,SAL,3,FILD ASSISTANCE ,,0,,,,0,0,Y,1364,14768,77
9021,Good,PROF267,HYDERABAD,MARUTI SUZUKI SWIFT LDI BS IV DIESEL 2011,400000,350000,10500,48,Y,APPLICANT,O,30,30,3,PR005,0,80000,15,N,1,N,R,0,0,0,4,Y,2,N,PERSONAL USAGE,1,BHOOVANAGIRI,POSITIVE,N,SEP,15,PROPREITOR,,0,,,,0,0,Y,20000,60000,18
9022,Good,PROF252,JABALPUR ,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2008,300000,254250,7480,48,Y,SELF,O,37,25,3,PR007,60,50000,15,Y,5,N,O,40000,100000,50,0,Y,1,Y,BUYING VEHICLE,1,REWA,POSITIVE,N,AGR,15,FARMER,,0,,,,0,0,Y,10000,40000,19
9023,Good,PROF223,MADURAI,FORD FIGO 1.4 TITANIUM (D) 2011,500000,304250,9587,48,Y,APPLICANT,R,10,1,3,PR005,0,100000,3,N,5,N,R,0,0,0,5,Y,2,N,OWN USE,1,,POSITIVE,N,SEP,2,PROPREITOR,,0,,,,0,0,Y,0,100000,10
9024,Good,PROF245,HYDERABAD ,MARUTI SUZUKI SWIFT VXI PETROL 2015,600000,500000,15484,48,Y,APPLICANT,O,1,1,3,PR005,0,30000,1,N,5,N,O,0,0,0,1,N,1,Y,BUSINESS PURPOSE,1,HYDERABAD,POSITIVE,N,SEP,1,PROPRIETOR,,0,,,,0,0,Y,0,30000,52
9025,Good,PROF300,TIRUPATHI,MARUTI SUZUKI ALTO 800 ALTO 800 VXI PETROL 2013,250000,204250,8511,30,Y,APPLICANT,O,27,27,3,PR004,0,40000,5,Y,1,N,R,0,0,0,2,Y,2,N,TO PURCHASE THE VEHICLE,1,ANANTAPUR,POSITIVE,N,SEP,5,PARTNER,,0,,,,0,0,Y,15000,25000,34
9026,Bad,PROF245,MADURAI,HYUNDAI GRAND I 10 ASTA 1.1 CRDI DIESEL 2014,700000,504250,13657,60,Y,APPLICANT,O,39,35,3,PR005,0,102000,15,Y,1,N,O,0,0,0,18,N,1,Y,OWN USE,1,MADURAI,POSITIVE,N,SEP,4,PROPRIETOR,,0,,,,0,0,Y,24000,78000,22
9027,Good,PROF133,NAGPUR,CHEVROLET TAVERA NEO3 LS 7 C STR BS III DIESEL 2015,900000,608500,16105,60,Y,APPLICANT ,O,50,35,3,PR005,0,70000,5,Y,5,N,O,0,0,0,0,Y,1,N,APPLICANT ,1,RAWANWADI,POSITIVE,N,SEP,5,OWNER ,,0,,,,0,0,Y,0,70000,23
9028,Good,PROF341,TIRUNELVELI,HYUNDAI SANTRO GL PLUS BSIV PETROL 2011,400000,104250,3041,48,Y,APPLICANT,O,40,40,3,PR005,45,30000,20,Y,5,N,O,1000000,100000,35,2,N,2,Y,APPLICANT,1,KANYAKUMARI,POSITIVE,N,SEP,20,PROPIRATOR,,0,,,,0,0,Y,0,30000,10
9029,Good,PROF235,JABALPUR,MAHINDRA BOLERO ZLX DIESEL 2015,760000,658500,16463,60,Y,PROPREITOR,O,15,15,3,PR005,0,82291,4,Y,5,N,O,0,0,0,0,Y,1,Y,PERSONAL,1,JABALPUR,POSITIVE,N,SEP,4,PROPREITOR,,0,,,,0,0,Y,27000,55291,30
9030,Good,PROF100,JODHPUR,MARUTI SUZUKI SWIFT VDI DIESEL 2008,365472,250000,9653,36,Y,SELF,R,8,3,3,PR005,0,50000,5,Y,1,N,R,500000,0,0,3,Y,2,N,SALE PURCHASE CASE,1,JODHPUR,POSITIVE,N,SEP,6,PROPRIETOR,,0,,,,0,0,Y,,,NA
9031,Bad,PROF245,HYDERABAD ,MAHINDRA SCORPIO LX BS III DIESEL 2008,400000,300000,11209,36,Y,APPLICANT,R,6,2,3,PR005,0,80000,2,N,,N,R,0,0,0,7,Y,2,N,PERSONAL,1,,POSITIVE,N,SEP,2,PROPREITOR,,0,,,,0,0,Y,20000,60000,19
9032,Bad,PROF383,PUNE,MARUTI SUZUKI SX4 ZDI BS IV DIESEL 2011,500000,404250,10444,60,Y,HIMSELF CUSTOMER,O,1.5,1.5,3,PR005,0,50000,1,Y,5,Y,O,0,0,0,0,Y,1,Y,PURCHASING USED CAR,1,,POSITIVE,N,SEP,1.5,PROPRITOR,,0,,,,0,0,Y,0,50000,21
9033,Good,PROF094,BANGALORE ,MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2008,250000,204250,7696,36,Y,APPLICANT,R,31,0.4,3,PR005,0,48000,10,Y,1,N,R,40000,0,0,1,Y,2,N,APPLICANT,1,BANGLORE,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,25000,23000,33
9034,Good,PROF222,SALEM ,TOYOTA INNOVA 2.5 V 7STR DIESEL 2010,950000,808500,22807,60,Y,APPLICANT,R,20,10,3,PR006,0,91500,5,N,5,N,O,0,0,0,1,Y,1,N,PERSONAL USE,1,SALEM,POSITIVE,N,SEP,5,INSURANCE AGENT ,,0,,,,0,0,Y,48512,42988,61
9035,Good,PROF227,MYSORE,FORD FIGO ZXI DURATORQ 1.4 DIESEL 2011,280000,184250,6808,36,Y,FATHER,O,25,25,3,PR002,75,400000,4,Y,1,N,O,0,0,85,0,Y,2,N,NO OTHER LOANS ,1,THIRTHAHALLI ,POSITIVE,N,SAL,1,SALESE EXECUTIVE ,,0,,,,0,0,Y,20000,380000,2
9036,Good,PROF289,PONDICHERRY,TOYOTA INNOVA 2.5 G 8 STR BS III DIESEL 2012,896929,505000,12836,60,Y,APPLICANT,O,25,25,3,PR005,0,59000,15,N,,N,R,0,0,0,0,Y,2,N,VEHICLE PURCHASE,1,TINDIVANAM,POSITIVE,N,SEP,15,PROPREITOR,,0,,,,0,0,Y,18000,41000,36
9037,Good,PROF249,HYDERABAD ,TOYOTA INNOVA 2.5 G1 BS IV DIESEL 2011,800000,700000,18591,60,Y,APPLICANT,O,25,4,3,PR001,0,100000,15,N,6,N,O,40000,0,0,0,Y,1,N,APPT PERSONAL USE,1,NALGONDA,POSITIVE,N,SAL,15,TEACHER,,0,,,,0,0,Y,0,100000,19
9038,Good,PROF204,DEHRADUN,CHEVROLET BEAT LT DIESEL 2012,300000,200000,7389,36,Y,GRAPHIC ASSOCIATES,O,26,26,3,PR002,0,110000,3,Y,1,Y,R,0,0,0,0,Y,2,N,USED CAR PURCHASE,1,DEHRADUN,POSITIVE,N,SAL,1,GRAPHIC ASSOCIATES,,0,,,,0,0,Y,,,NA
9039,Bad,PROF252,JAIPUR,MAHINDRA SCORPIO VLS 2.2 AT M HAWK DIESEL 2014,900000,800000,25334,48,Y,SELF,O,22,22,3,PR005,0,97000,2,Y,5,N,R,0,0,0,5,Y,1,N,FOR VEHICLE PURCHASE,1,CHUMU JAIPUR,POSITIVE,N,SEP,2,PROPRIETOR,,0,,,,0,0,Y,30000,67000,38
9040,Good,PROF235,CHENNAI I,MARUTI SUZUKI CELERIO VXI AT PETROL 2014,500000,350000,9334,60,Y,BORROWER ,O,20,10,6,PR005,0,50000,20,Y,5,N,O,0,0,0,4,Y,2,Y,APPLICANT,1,CHENNAI,POSITIVE,N,SEP,20,PROPRIETOR,,0,,,,0,0,Y,,,NA
9041,Good,PROF227,CHENNAI I,FORD FIESTA AMBIENTE PETROL 2014,800000,404250,14598,36,Y,APPLICANT,R,10,2,3,PR002,0,58000,7,N,,N,O,0,0,0,50,Y,2,N,PURCHASE OF LOAN,1,,POSITIVE,N,SAL,2,MANAGER HR,,0,,,,0,0,Y,0,58000,25
9042,Good,PROF145,JABALPUR ,CHEVROLET TAVERA B2 8 STR BS II DIESEL 2012,580000,404250,12519,48,Y,SELF,O,22,20,3,PR005,60,45000,10,Y,5,Y,O,30000,500000,50,2,Y,2,N,N.A,1,MANDLA,POSITIVE,N,SEP,8,PROPREITOR,,0,,,,0,0,Y,25000,20000,63
9043,Good,PROF246,TRICHY ,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2010,200000,180000,6875,36,Y,APPLICANT,O,29,29,3,PR002,100,22500,7,Y,5,N,R,15000,100,100,0,Y,2,N,APPLICANT AND TRAVELS,1,PERAMBALUR,POSITIVE,N,SAL,7,DRIVER,,0,,,,0,0,Y,5000,17500,39
9044,Good,PROF203,ORISSA,MARUTI SUZUKI ALTO K10 LXI PETROL 2014,400000,204250,5022,60,Y,SELF,O,46,46,3,PR002,0,25000,24,N,5,N,O,0,0,0,1,Y,2,N,2022,1,ROURKELA,POSITIVE,N,SAL,24,FOREMAN,,0,,,,0,0,Y,8000,17000,30
9045,Good,PROF227,AHMEDABAD,MARUTI SUZUKI EECO 7 STR PETROL 2011,190000,130000,3900,48,Y,APPLICANT,O,20,6,3,PR002,0,18000,10,Y,5,N,O,0,0,0,50,Y,2,N,PERSONAL AND COMMERCIAL,1,AHMEDABAD,POSITIVE,N,SAL,2,SUPERVIOSER,,0,,,,0,0,Y,0,18000,22
9046,Bad,PROF025,PUNE,MARUTI SUZUKI CIAZ VDI PLUS DIESEL 2015,550000,458500,11845,60,Y,SELF,R,6,3,3,PR005,0,100000,4,Y,1,N,O,0,0,0,6,N,1,N,APPLICANT,1,PUNE,POSITIVE,N,SEP,4,PROP,,0,,,,0,0,Y,0,100000,12
9047,Good,PROF227,RAIPUR ,TOYOTA INNOVA 2.0 GX 8 STR BS IV PETROL 2012,1200000,908500,24636,60,Y,SELF,O,12,8,3,PR004,0,600000,5,Y,5,N,R,0,0,0,5,N,2,N,VEHICLE PURCHESE,1,BHILAI,POSITIVE,N,SEP,5,PARTNER,,0,,,,0,0,Y,,,NA
9048,Good,PROF382,HYDERABAD ,SKODA LAURA AMBIENTE 1.9 PD DIESEL 2007,450000,400000,15218,36,Y,APPLICANT,R,10,7,3,PR005,0,140000,5,N,,N,O,0,0,0,0,Y,1,N,PERSONAL USE,1,,POSITIVE,N,SEP,15,PROPREITOR,,0,,,,0,0,Y,30000,110000,14
9049,Good,PROF382,AHMEDABAD,TOYOTA ETIOS GD DIESEL 2012,550000,450000,13594,48,Y,SELF,R,10,6,3,PR005,0,50000,10,N,5,N,R,0,0,0,1,Y,1,Y,SELF,1,AHEMDABAD,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,,,NA
9050,Good,PROF207,TIRUPATHI,TATA SUMO SPACIO 6 STR DIESEL 2009,260000,174250,11278,18,Y,APPLIANT,O,44,5,3,PR006,0,45000,8,Y,6,Y,O,45000,0,0,1,Y,1,N,FOR BUSINESS PURPOSE,1,ANANTAPUR,POSITIVE,N,SEP,8,HARIKA GENARAL STORE,,0,,,,0,0,Y,12000,33000,34
9051,Good,PROF204,CALICUT,CHEVROLET BEAT PS DIESEL 2012,250000,200000,6087,48,Y,APPLICANT ,O,20,20,3,PR002,0,30000,4,Y,1,N,O,0,0,0,10,Y,1,N,VEHICLE PURCHASE ,1,CHUNANGAD,POSITIVE,N,SAL,4,SERVICE SUPERVISOR ,,0,,,,0,0,Y,0,30000,20
9052,Good,PROF224,AHMEDABAD,HYUNDAI VERNA VGT CRDI DIESEL 2012,600000,500000,14859,48,Y,APPLICANT,O,40,30,3,PR005,0,70000,15,Y,1,N,O,0,0,0,3,Y,2,N,PERSONAL,1,AHMEDABAD,POSITIVE,N,SEP,15,RUCHI MOTOR DRIVING SCHOOL,,0,,,,0,0,Y,25000,45000,33
